"","job_title","company_name","job_location","job_description"
"512","Investment Reporting analyst - Boston - $80K","Professional Staffing Group ","Boston, MA","Job DescriptionInvestment Reporting analyst - Boston - $80K We are one of the world's largest independent investment management firms. Conveniently headquartered in downtown Boston, we are looking for an Investment Reporting Analyst to start immediately. This is a rare opportunity with one of the world's most reputable investment management companies. As an industry leader, we measure our success by the service we provide. The ideal candidate must be an agile, diligent intelligent individual with impeccable attention to detail. As an Investment Reporting Analyst, the selected individual will be supporting the firms fixed income products and responsible for covering a number of fixed income, equity and asset allocation products. If you have genuine desire to excel, achieve and evolve as a member of our investment management firm please submit a copy of your resume for consideration. ResponsibilitiesResponding to RFPs, RFIs, and DDQsOrchestrating product-related client materials such as customized client presentations, and client letters on a quarterly and monthly basis depending on the deliverables Acquiring a working knowledge of an asset class or group of productsAssisting in ongoing team projectsProviding ideas to further polish and enhance our approach to producing client/prospect communications, as well as drafting product guides to facilitate  customization efforts Interacting with many other departments within the firm to support the firm, service its clients, and win new business in accordance with the Marketing Information Guidelines QualificationsBachelor's DegreeFinancial pedigree Masters/CFA preferredIndustrious work ethic and high degree of interest in investments and capital marketsExperience with Excel, Bloomberg, and FactSet is preferred To apply, please submit your resume for considerationFor questions, please call 617-250-1000. There are no costs for candidates utilizing our services as our clients pay for all related hiring fees. All PSG job postings are either actual positions we had available at the time of posting and/or are representative of positions we typically fill or expect to fill. If you see a job that interests you, respond to the ad or give us a call so that we can help you find a job you'll love. As one of the area's largest staffing firms, we help 2,500 people find jobs a year so chances are good that we can help you too. Professional Staffing Group is an equal opportunity employer and considers qualified applicants for employment regardless of race, gender, gender identity, gender expression, age, color, religion, disability, veteran's status, sexual orientation, or any other protected factor."
"513","Senior Data Analyst/ 40 Hours / Day Shift / MGH- General Medicine","Massachusetts General Hospital ","Boston, MA","The Division of General Internal Medicine (DGIM) at the Massachusetts General Hospital is recruiting an experience Sr. Data Analyst to support its work. DGIM has major research interests in cancer screening and prevention, the delivery of primary care, quality of care, The Sr. Data Analyst will be involved in multiple ongoing research projects performing data collection, manipulation, analysis and reporting. This position requires an individual with the ability to work cooperatively with other analysts, as well as strong organizational, data management and quantitative skills.All applicants must have 3 years of programming experience, preferably in SAS.® Responsibilities include:· Communicate with clinical investigators in DGIM and collaborating research centers to understand scientific issues, determine appropriate statistical analyses, and describe results· Work with the study team and senior statisticians to develop reporting and quality control plans · Use SAS to generate reports on study progress.· Design and perform statistical analyses. Analyses will incorporate quantitative methods including multivariate statistics and repeated measures analysis.· Develop and document programs to perform complete data validation and error detection, ensuring that all are informed of any issues relating to data integrity · Identify and correct data errors: The analyst will implement strategies to detect and resolve errors in existing datasets.· Maintain patient registries: The analyst will keep prospective patient registries up to date by querying administrative databases, including RPDR, EDW and D4Q, to obtain new data and incorporating it in patient registries maintained in MS Access and SQL Server databases and SAS datasets.· Provide senior statisticians with data requests and sample pull lists for Principal Investigators · Perform statistical analysis of data · Assist in manuscript and report preparation · Prepare and proof data tables for manuscripts and presentations.· · Attend research team meetings with Principal Investigators and study staffQualifications:A bachelor’s degree and a minimum of 3 years of experience programming, preferably in SAS.® Masters degree strongly preferred in health sciences related field, preferably biostatistics.Basic knowledge of statisticsExperience manipulating and organizing large amounts of dataExperience with table and query development in a relational database systemKnowledge, Skills, And AbilitiesExcellent communication skills, as much of the incumbent’s work will be summarized in written reports to investigatorsExceptional attention to detailAbility to handle multiple tasks and deadline pressuresAbility to handle sensitive and confidential data discreetlyAbility to work both independently and as part of a team and to collaborate with team members located remotelyDemonstrated good judgment in all areas of responsibility."
"514","Senior Web Analyst","EF Educational Tours ","Boston, MA","Senior Web AnalystEF Education Tours Boston, MA, United StatesDo you have an obsession with numbers and interpreting the stories they tell? As part of EF Education Tour’s Marketing team, you will work with a cross functional team in the development of intelligent analyses backed by quantitative data that guide our strategic, tactical and operational business decisions. You will take the lead in defining and implementing standards to tag all digital content in order to improve the quality of generated data. You will proactively and upon request work with identifying trends that suggest new marketing & business opportunities and follow through with the recommendation of key strategies to leverage opportunities. You will participate in the development of organizational benchmarks of key consumer metrics and performance indicators.The roleLead strategy, management, and implementation of tracking of our target audience across digital properties and campaigns, contributing to organization’s growth by helping marketing deliver personalized messaging to teachers, students and parentsBe a thought leader in Google Analytics product suite and provide an implementation roadmapLiaise with growth, retention, email, automation, and web teams to understand overall objectives and provide a tagging and measurement strategy for Google AnalyticsPerform as a dedicated analyst responsible for the timely and accurate collection, reporting and analysis of all digital dataLeverage vast array of digital and web data to analyze and determine performance of current initiatives such as but not limited to marketing acquisition, promotional campaigns and website/email effectivenessUse quantitative methods and tools including A/B testing, multivariate analysis (MVA), and optimization techniques to analyze and optimize web and digital assets to drive marketing and sales performanceCombine the digital data with offline and in-house data to develop a complete picture of the customer lifecycleHelp develop a marketing attribution modelResearch and recommend tools and techniques to stay current with latest industry trends in digital analyticsGenerate insights and recommendations and present these to the senior managementQualificationsStrong analytical aptitude – degree in Statistics, Mathematics, Economics, Finance, Computer Science, Web Analytics, OR demonstrated analytical and technical ability2-4+ years of experience as a digital analyst focused on aggregating customer interactions into a complete customer profileStrong experience with Google Analytics and Google Tag Manager and the tools and techniques to ensure complete and accurate data collection is a mustMust be able to combine digital data with offline and other data sourcesKnowledge of SQL and accessing databasesProficient in JavaScript, and HTMLExcellent analytical, communication and presentation skills Must be proficient using Excel and PowerPointWorking knowledge or exposure to reporting dashboards such as Power BI is a strong assetA team player and have the ability and desire to collaborate effectivelyEntrepreneurial mindset & sense of urgency and accountabilityMust be able to communicate clearly and effectively in explaining insights to non-technical staff A passion for travel and exploring the world"
"515","Report Developer (Sr. Data Processing Systems Analyst)","City of Boston MA ","Boston, MA","Overview  This is a provisional appointment.  Brief Job Description (essential functions of the job):  The Department of Innovation and Technology (DoIT) is looking for a Report Developer proficient in designing, developing, implementing, and supporting Business Intelligence/Operational reports for our Enterprise solutions.  The Report Developer interfaces with cross-functional teams and business departments to analyze requirements which meet Business needs, and design and develop quality reporting deliverables with user experience focus.  The Report Developer is expected to perform hands on development and to leverage diverse Enterprise platforms and data sources. ResponsibilitiesEngages and collaborates with Business Stakeholders, Project Managers, Business Analysts, Application Developers, and Solution Architects to analyze business requirements.Develops specifications to implement and customize reporting deliverables from diverse data sources (reports, ad-hoc queries, views, dashboards, etc.).Performs in collaboration with business and technical teams conversion of legacy reporting deliverables to standardized reporting solution.Creates and maintains documentation related to data sources integration, ETL processes, and report development standards/templates.Provides support as required to ensure availability and performance of developed reporting deliverables.Performs related work as required. Minimum Entrance Qualifications At least three (3) years of full-time, or equivalent part-time, experience developing and implementing enterprise scale reporting artifacts (i.e. report, ad-hoc queries, views, dashboards, SQL queries, etc.) including developing reports with MS SQL and/or Crystal Reports technologies is requiredA bachelor's degree in a related field such as computer science and/or information technology may be substituted for two (2) years of experience.Familiarity with data integration activities (analysis, validating, cleansing), data analysis with complex data models.Previous programming and scripting (professional or academic) life cycle knowledge with Microsoft ASP.NET/SSIS/Power BI essential.Ability and willingness to learn new reporting and analytics technologies as needed.Strong analysis, problem solving, and oral and written communication skills.General ability to perform diagnosis, root cause analysis, and resolve issues for complex reports.Previous government industry exposure is helpful.Ability to exercise good judgment and focus on detail as required by the job.BOSTON RESIDENCY REQUIREDTerms: Union/Salary Plan/Grade: SENA MM1-8  Hours per week: 35SDL2017"
"516","Senior Data Scientist","CyberCoders ","Boston, MA","Senior Data Scientist  If you are a Senior Big Data Scientist/ Machine Learning Engineer with experience, please read on! Top Reasons to Work with Us Based in beautiful downtown Boston we are an analytics startup that is growing! We are looking for a Senior Data Scientist/ Machine Learning Engineer to come join a team that is disrupting the advertising industry. The successful candidate will be a ""rising star"" at their current company and looking to join the best and the brightest helping to solve business problems with cutting edge technologies. You will build, deploy and automate large-scale ML algorithms (classification, regression, recommender systems) using Spark and other big data technologies.  What You Need for this Position Between 2 and 6 years of experience and knowledge of:- Big Data technologies such as Hadoop- Working knowledge of SQL- Scala a plus- ML tools and libraries (spark, Scikit-learn, R, TensorFlow) What's In It for You - Vacation/PTO- Medical- Dental- Vision- Great Culture- Remote work 2 days a week!- Equity and Bonus!  So, if you are a Senior Data Scientist with experience, please apply today!  - Applicants must be authorized to work in the U.S.CyberCoders, Inc is proud to be an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law. Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire."
"517","Senior Analyst - Strategy & Business Partnering","KBW Financial Staffing and Recruiting ","Waltham, MA","Position ID 238147Title Senior Analyst - Strategy & Business PartneringDescription A highly reputable organization in Waltham, MA is currently on a search for a Senior Financial Analyst to join their expanding finance team. The Senior Financial Analyst is will be primarily responsible for extracting financial data and using to drive business strategy. Additionally, this role will be accountable for other cross-functional projects that involve analysis and critical thinking. Reporting to the Finance Manager, the Senior Financial Analyst will utilize their prior modeling and data analytic experience to perform the following - ResponsibilitiesCreate financial analysis plans and designs business processes and makes recommendations and changesPerforms financial analyses of business goals, objectives, and needs of the general business environment for the appropriate business functionAnalyzes and documents business processes and metrics to identify improvement opportunitiesResponsible for streamlining routine analysis and reportsEnhance and execute key financial processes for the company, including month end close, the annual business plan, and quarterly forecastingAdvance financial planning tool, and further efforts to automate and build scalable financial processBusiness partner with senior leaders of the organizationAnalysis of business performance, including bookings, revenue, and pricingPrepare industry/competitive analysis to benchmark business objectives to the marketPerforms additional duties as assignedQualificationsBachelor’s Degree in Finance, Accounting, Economics, or equivalent disciplineMinimum 4 years of relevant finance or accounting experienceStrong understanding of business performance driversAdvanced proficiency in Microsoft Excel and Access, including the ability to model and forecast various financial scenarios, create dashboards, forms, and scorecardsCompensationUp to $100,000 depending on experienceDiscretionary BonusExcellent Benefits If interested, please submit an updated copy of your resume in Microsoft Word format to Chris Grassi at cgrassi@kbwfinancial.com or (781) 404-4300Position Type Perm"
"518","Cloud Operations Analyst, Senior","PTC ","Needham, MA","PTC Company Description About PTC (NASDAQ: PTC) PTC helps companies around the world reinvent the way they design, manufacture, operate, and service things in and for a smart, connected world. In 1986 we revolutionized digital 3D design, and in 1998 were first to market with Internet-based product lifecycle management. Today, our leading industrial innovation platform and field-proven solutions enable you to unlock value at the convergence of the physical and digital worlds. With PTC, manufacturers and an ecosystem of partners and developers can capitalize on the promise of the Internet of Things and augmented reality technology today and drive the future of innovation. We are headquartered in Needham, MA through 2018. Check out our new global headquarters in the Seaport district, planned for 2019. http://bit.ly/2j9d6hn  Region The Americas  Subregion North America  Country-City USA-Needham  Business Title Cloud Operations Analyst, Senior  PTC Org CSS - Customer Success  Job Description for Advertising Purposes Cloud Operations Analyst, SeniorNow is the perfect time to join PTC Cloud Operations! The Cloud Business Operations team is responsible for strategic planning and decision support for the Global PTC Cloud business including Sales, Infrastructure, Delivery, and Service Management organizations. This role requires an analytical and collaborative individual who will support and lead key projects and provide day-to-day operations support for our Cloud Organization. This person must have experience in an operational role and a track record of leading change and driving alignment within an organization.Day to Day:Manage data aggregation and analytics, dashboard & KPI development, and decision modeling for long-term forecasts, strategic projects, and operational improvementsPlay a key role in organization support of reporting for sales, revenue, & planning Collaborate with stakeholders to build upon and improve the aid in strategic decision makingDrive strategic initiatives inclusive of building new processes from conception to execution and discover opportunities that improve our business Assist in quarter close process & ad-hoc reporting and analysis for Cloud leadershipPreferred Skills/Background:4+ years’ experience in an operational role with focus on data analysis, modeling, and strategic planningHighly proficient in Microsoft Excel and PowerPointExperience building & maintaining dashboards, and analytical models from scratchExcellent communication with the ability to distill complex ideas into simple & actionable recommendations and projectsAbility to collaborate and influence cross-functional and cross geographic stakeholdersExperience with SQL, Tableau, Qlik is a plus Basic Qualifications:Bachelor’s degree. MBA preferred Job Req Number 29829BR  Why Join Us and Benefits Summary PTC is a great place to work. Our culture is one of excellence, innovation, empowerment, and caring about our customers, communities, and employees. We have built an action oriented culture of integrity and trust, creating a sense of team spirit at both the departmental and company-wide level. At PTC, we have great employees and know that they are critical to the company’s success. The Core Values we live by to achieve our success are: • Customer Success • Excellence • Innovation & Empowerment • Integrity & Professionalism • Social Responsibility through Shared Value • Teamwork • Winning We are looking to add strong candidates that uphold the PTC Core Values and are eager to grow and develop their careers with us. If you share these values and enjoy a work environment that is fast paced, hands on, and results oriented, then PTC is the place for you. PTC benefits are among the most competitive in the industry. While your salary is the major component of your compensation, you also receive a competitive benefits package including: • Retirement Savings Plan with Company Match • Healthcare and Dental insurance • Paid Time Off and Sick Time • Birthday Day-off • Tuition Reimbursement (Canada, India, Israel, US) • Holiday Pay • Employee Referral Program • Management and Employee Training Development • Other Regional-specific Benefits All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status. Apply!"
"519","Sr Actuarial Analyst","Harvard Pilgrim ","Wellesley, MA","Are you interested in becoming part of a dynamic team that is looking to innovate and improve? Would you like to work for a company that has been rated by the BBJ (15 yrs) as one of the best places to work?Do you want to be part of a company that is committed to giving back to the community?Harvard Pilgrim Health Care is currently seeking highly motivated individuals to join our organization as a Senior Actuarial Analyst. The Senior Actuarial Analyst will be responsible for developing and filing rates, enhancing forecasting, trend, and pricing models, monitoring and reporting on experience and industry data, performing multi-year projections, and presenting findings. WHAT YOU BE DOINGCollect and review data to develop and file major deliverables such as rate filings, pricing models, trend reports, monthly business updates, reserves, and other ad hoc projects. Prepare calculations and analyses; review, summarize and communicate results; and anticipate potential issues or questions. Collaborate with other areas on identifying issues/opportunities and developing actions. Represent Actuarial Team during meeting with functional partners. Respond to changes in regulations, become familiar with competitive environment and identify market issues that can impact actuarial work. Perform out-of-the-box thinking, collaborate with others and make a difference every day! Other duties and projects as assigned.WHAT YOU NEEDBachelor’s degree in quantitative discipline with 4-6 years of experience in the actuarial field. Strong analytic skills and database familiarity to support business functions. Advanced Excel skills; experience with Access, VBA, and SAS. Applies own judgment on most analytical and technical issues with input on organization and implementation of project and processes. Solid presentation and communication skills, oral and written. 4 SOA exams passed, ASA preferred. Resilient, collaborative, flexible, innovative.WHAT MAKES US STAND OUTWork-Life-Flexibility Paid volunteer time off (up to 3 days annually) Open Time Off Annual Mini-Grant of $500 donated to a non-profit organization of the employee’s choice Educational ReimbursementWorking EnvironmentOffice setting; some travel to HPHC and client locations. DisclaimerThe above statements are intended to describe the general nature and level of work being performed by employees assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties, and skills required of employees assigned to this position."
"520","Senior Data Analyst, Provider Network Strategy","Commonwealth Care Alliance ","Boston, MA","Senior Data Analyst- Network Strategy Using SQL, Excel, Access and other data analysis tools, support both the Provider Engagement (PE) and Contracting teams within the Network Strategy (NS) department in performance reporting and decision making on network and contracting matters. Responsibilities include:Produce SCO and One Care site reports on a quarterly basis with supporting materials as needed by the PE team. Provide the team with an analysis of key findings associated with these reports in order for them to begin internal preparation for external meetings with primary care sites.Attend site report meetings with NS staff (as needed) to support the team in presentations and follow-up with site-related data requests.Identify opportunities to control costs and improve quality.Propose an appropriate data analysis to answer questions/solve issues that emerge from working with our network.Participate in individual primary care site projects that emerge from performance data by identifying data elements needed and providing applicable data (example: financial improvement plan of a risk sharing site).Collaborate with Finance and Business Intelligence staff and other internal CCA departments in the production of analyses to support the NS team and the provider network.Communicate effectively using data with all levels of the organization.Support NS staff in analysis of claims data related to provider payment challenges.Familiarize yourself with our reimbursement terms for a range of providers.Collaborate with Contracting team in their re-papering effort with new contract templates and provide analytic support as needed.Develop ad hoc analyses of varying levels of complexity to support provider contract negotiations and strategic partnership discussions, including the modeling of payment scenarios for specifics providers as well as analysis of the impact of these scenarios on the financials of CCA’s programs.Collaborate with the Provider Relations team on ad hoc reporting as needed.Requirements:Bachelor's Degree or equivalent experience3-5 years’ experienceStrong analytical skills and familiarity with common data analytics tools, including Excel, Access, SQL, or other analytical toolsKnowledge and experience of provider contracting, health care reimbursement, public health care programs and reimbursement methodologies (Medicaid and Medicare)Ability to work cross functionally to set priorities, build partnerships, meet internal customer needs, and obtain support for department initiativesAbility to plan, organize, and manage own work; set priorities and measure performance against established benchmarksAbility to identify, develop, track, and measure key performance metricsComfort working and communicating using dataAbility to communicate and work effectively at multiple levels within the companyCustomer service orientation; positive outlook, self-motivated and able to motivate othersStrong work ethic; able to solve problems and overcome challenges Please note employment with CCA is contingent upon acceptable professional references, a background check (including Mass CORI, employment, education, criminal check, and driving record, (if applicable)), an OIG Report and verification of a valid MA/RN license (if applicable).  Commonwealth Care Alliance is an equal opportunity employer. Applicants are considered for positions without regard to veteran status, uniformed service member status, race, color, religion, sex, national origin, age, physical or mental disability, genetic information or any other category protected by applicable federal, state or local laws.  CCA is committed to protecting the health of our workforce and our members, and we encourage flu vaccination in accordance with CDC recommendations. Individuals working in clinical care areas or in direct contact with members must provide documentation of flu vaccination. Flu declination is only permitted if you have a documented medical reason for not receiving the vaccine. If you are unable to receive the flu vaccine you will need to wear a mask during flu season whenever engaged in member-facing activities.  We recognize that food allergies can cause serious, life-threatening conditions for people. To keep all our employees safe, CCA’s offices are nut-free. If you have questions about the restrictions in the office you applied for, please ask your recruiter."
"521","Senior Data Analyst - Risk Adjustment","Tufts Health Plan ","Watertown, MA","Under the supervision of the Manager, Data and Reporting, this individual will be responsible for supporting critical data reporting functions for the Enterprise Risk Adjustment Department (ERAD) including regulatory and risk adjustment submissions to the Centers for Medicare and Medicaid Services (CMS), the Executive Office of Health and Human Services (EOHHS) and other state agencies (e.g., Center for Health Information Analysis etc.). This individual should be exceptionally strong analytically, have an aptitude for problem solving and critical thinking, demonstrate high levels of professionalism, have a willingness to learn and also have strong communication skills to work effectively across business and functional areas. This individual should have the ability to synthesize large data sets and complex information. This person should demonstrate an ability to follow business processes, to consider options when problems arise and to identify and escalate issues appropriately.  KEY RESPONSIBILITIES/ESSENTIAL FUNCTIONS* % of TIME  (Optional)  Data Submission Integrity Monitor ongoing encounter data submissions and corresponding federal and state government agency responses files to identify and address any file level discrepancies in a timely manner.Perform routine data reconciliations to ensure data submission integrity. Run monthly dashboards to effectively track and report acceptance rates and submission trends.Review monthly error reports, perform trend analysis, investigate critical errors and work with the appropriate business areas to resolve issues.Enhance and automate existing reconciliation and reporting code using advance SAS skills.Collaborate with IT on implementations, enhancements and resolutions of production issues pertaining to CMS and EOHHS data submission, including issue investigation, business requirements, user acceptance testing and post implementation monitoring.Collaborate with internal stakeholders including Claims, Membership Operations and IT to ensure that the complete and accurate data is submitted to external stakeholders such as CMS, the State or vendors.Support providers in supplemental file submission processes, including internal SAS data processes and subsequent delivery to the appropriate recipient (e.g., state agency).Stay informed about industry trends and best practices; utilize this knowledge to recommend modifications to our reporting and data management or submission processes.Support the Manager across a range of activities, including monthly encounter data submission processes to Executive Offices of Health and Human Services (MassHealth and Rhode Island) and other State or Federal agencies.60% Reporting and Data Management Use Cognos/Business Object/Tableau to create monthly submission dashboard and run submission reconciliation.Use SAS to create ad hoc reports from multiple sources.Assist with the implementation of new program vendors regarding data file transfers, including reviewing internally received files for completeness reasonability and accuracy.Support operational reporting performed by the vendor and managed by internal staff to review for data completeness and accuracy.Run inter-coder reliability, productivity and results reporting for Coding & Quality Assurance (QA) team.Support infrastructure for the QA Access database, including data load, maintenance, upgrades and coder assignment support as needed.Support SAS coding and general management of THP's homegrown QA algorithms as needed.25% Analytics Conduct ad hoc analyses and reporting to help identify trends and patterns impacting our business, including analysis of providers' risk score and revenue performance, claims volumes and membership trends.Provide general data management and analytics that support ongoing and upcoming risk adjustment initiatives.10% Collaboration with Internal / External Stakeholders Collaborate effectively with data owners and functional leads within the department and across Member Operations, Provider Information, Claims and IT.Collaborate with Federal and State agencies, vendor data management staff, and industry trade associations to remain up-to-date with changes and updates from CMS and EOHHS.5% EDUCATION: (Minimum education & certifications required)  Bachelor's degree required; graduate degree preferred; background in health informatics, business analysis programming, IT, finance, quantitative techniques or a related discipline.  EXPERIENCE: (Years of experience)  3-5 years of experience in progressively responsible analytical data management roles in a complex operational setting or consulting role. Previous experience working in the health care / health insurance sector either for a health plan, provider group, healthcare IT / management consultancy or auditing firm. Understanding of claims systems and processing, EDGE server submission, EDI files, RAPS, EDPS, RADV, APCD and/or experience working with large data sets, CMS, Medicare Advantage, health insurers and/or medical providers in a technical capacity preferred.  SKILL REQUIREMENTS: (Include interpersonal skills) Expertise in data management and controls, IT processes, and utilizing analytical tools. Comfortable working with large data sets from disparate sources, and able to identify relevant patterns and trends.Expertise in SAS Enterprise Guide/ SAS Base and SQL/ProcSQL (SAS certification preferred).Proficient in Microsoft Excel, PowerPoint and Word.Experience with applicable software, database programs and reporting tools such as: Cognos, SQL Server, Oracle, Microsoft Access, and Visual Basic Programming. Experience with Alteryx and Tableau is a plus.Experience developing detailed documentation of policies and procedures.Highly energetic, organized, detail-oriented, resourceful and self-motivated.Must possess maturity, a high degree of professionalism and be able to deal with complexity and uncertainty and/or business decision ambiguity in the face of incomplete information.Strong interpersonal and communication skills with an ability to work collaboratively with both internal and external stakeholders. WORKING CONDITIONS AND ADDITIONAL REQUIREMENTS (include special requirements, e.g., lifting, travel, overtime) Must be able to excel in a fast paced business environment and handle multiple priorities. Must be highly effective in both written and oral communicationMust be able to exercise appropriate judgment when making decisionsMust be able to work in excess of 40 hours per work as the job may require, including evenings and weekends CONFIDENTIAL DATA: All information (written, verbal, electronic, etc.) that an employee encounters while working at Tufts Health Plan is considered confidential. Exposed to and required to deal with highly confidential and sensitive material and must adhere to corporate compliance policy, department guidelines/policies and all applicable laws and regulations at all times.  Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled"
"522","Analyst, Database Insight","Combined Jewish Philanthropies ","Boston, MA","Analyst, Database InsightPassion. Purpose. Impact. CJP is at the heart of Greater Boston's Jewish community, but our reach is felt around the world. We bring together the resources, volunteers, leadership, and expertise to care for people in need, advocate for Israel, and ensure a vibrant Jewish future. Together, we're helping struggling families find financial stability, making Jewish learning relevant and inclusive, connecting the next generation to Jewish life, and so much more. Our greatest resource is our people — the staff, volunteers, partners and leaders who help make Greater Boston’s Jewish community a welcoming home. It’s this energy and commitment that drive CJP’s mission. We are one of Boston's oldest and most respected philanthropic organizations and we are currently seeking an Analyst, Database Insight. The Analyst, Database Insight will have responsibility for development and maintenance of CJP reports, queries, and data visualization, as well as provide database and End User support and customer service to internal clients. This person will assist the system user community by fulfilling requests, extracting information, providing specialized training, and serving as a key organizational resource for CJP’s Constituent Relationship Management system (Blackbaud CRM, known internally as Maven).  He/She will develop and maintain the portfolio of strategic, reusable reports using the CRM’s built-in query tools, advanced Excel tools, and business intelligence/data visualization tools including Microsoft Power BI. Additionally, this person will develop custom reports as needed by Senior Team and the Board using descriptive analytics.ESSENTIAL FUNCTIONS:· Database/End User support:  o Maintain administrator-level expertise on Maven  o Fulfill a wide range of user requests for database extracts and support by collaboratively strategizing with our end user community to understand the desired outcomes and business needs  o Understand and perform key database functions and serve as an approachable resident expert for the user community  o Build well-designed, sustainable queries and reports in Maven using SQL-like tools  o Provide user support and training for database functionality to multiple departments throughout the organization  · Business Intelligence:  o Collect report requirements, recommend parameters, and strategize with partners across the organization to build scalable, intuitive, flexible, and sustainable information tools with strong visual components  o Use SQL-like query tools, Excel, Power BI, and similar tools to fulfill varied analytical needs  o Maintain, improve, and support ongoing organizational dashboards and reporting updates  o Work with large data sets and develop testing methods to ensure accuracy  o Perform extracts and analysis of fundraising, financial, engagement, and community activity to support identification of significant trends  · Work with Data Strategy & Insight team and key stakeholders to identify strategic opportunities for business process improvements and advanced analysis  · Provide assistance on special projects, including automation of key functionality and custom report requests  · Other duties as assigned with or without accommodationMINIMUM REQUIREMENTS: Education:· Bachelor’s degree or equivalent required.Experience:· 2-4 years’ experience working in a fundraising, analytics, or similar environment, proven ability in working with and querying from a complex CRM system, and a background or experience with analytical reporting and data visualization  · Experience with Blackbaud eCRM, Blackbaud Raiser’s Edge, or other advanced CRM databases is highly desirable. Advanced knowledge of Excel is required; Microsoft Power BI, SQL, SAS, Data Modeling, SSRS experience highly desirableSkills/Competencies:· Ability to demonstrate caring, creativity, insight, flexibility, and strong collaboration skills in building partnerships across the organization  · Strong analytical skills, with an emphasis on effectively visualizing data.  · Attention to detail  · Excellent interpersonal skills  · Ability to work both independently and collaboratively in a dynamic environment  · Experienced with a complex fundraising, donor, or CRM systems at a ‘Super User’ or “Administrator” level  · Expert skills in MS Excel with experience using data models and Power Pivot highly desired  · Maturity, flexibility and the ability to focus on detail while handling multiple tasks and working with diverse personalities  · Ability to manage confidential information sensitively and appropriately  · Ability to be flexible and adaptable to changes and shifting prioritiesOther:· Ability to work additional time during periods of peak demand and time critical projects  CJP offers that rare opportunity to tap your skills, talents, and experience to benefit a greater good while you grow professionally. You will work in a dynamic environment, with a diverse group of individuals who share your commitment and enthusiasm. Together, you will make a difference for Jews and non-Jews in Greater Boston and worldwide. We offer competitive salaries, comprehensive benefits and a collegial, family-friendly work and team environment.  For more information about CJP, go to www.cjp.org.  Please use this link to apply: https://www.appone.com/MainInfoReq.asp?R_ID=2250971  CJP conducts background checks as part of the hiring process.  CJP is an equal opportunity employer. People with disabilities, women, veterans, people of color, and LGBTQ people are encouraged to apply. Upon request, reasonable accommodations in the application process will be provided to individuals with disabilities."
"523","Senior Research Services Analyst","Wellington Management ","Boston, MA","WELLINGTON MANAGEMENT Wellington Management offers comprehensive investment management capabilities that span nearly all segments of the global capital markets. Our investment solutions, tailored to the unique return and risk objectives of institutional clients in more than 55 countries, draw on a robust body of proprietary research and a collaborative culture that encourages independent thought and healthy debate. As a private partnership, we believe our ownership structure fosters a long-term view that aligns our perspectives with those of our clients. POSITION Based in Boston the senior research services analyst will support all aspects as they relate to Wellington Management’s market data program. Supported by guidance within the department, the individual will play a key role towards the objective of providing best of breed market data solutions in a cost efficient manner. The Senior Research Services Analyst will focus on market data. The Senior Research Services Analyst will manage the group’s change management, inventory control efforts and new product evaluation/selection. They will also assist with contract negotiation, investor support and vendor relationship management.  RESPONSIBILITIES Hands-on participation with all phases of the MDS vendor management life cycleProcure all market data system license requests, oversee the change management life cycleManage stock exchange guidelines (including non-display rules)Track inventory changes and prepare monthly volume statisticsMaintenance of FITS Platform & Service-Now PlatformSupport and assist with desktop training of Market Data ApplicationsAssist with vendor management Assist with Contract negotiations QUALIFICATIONS Minimum of 7 years’ experience within financial services, at least 5 of which working on an MDS teamEffective communication and technical skills in order to bridge the business and technical requirements of roleProven background in an operational role with a keen attention to detailMulti-asset buy-side market data analyst level experience is mandatoryKnowledge managing an MDS budget is mandatoryStrong knowledge of market data vendorsKnowledge of exchange rules/requirementsKnowledge of Reuters RMDS/TREP and/or Bloomberg B-Pipe is mandatoryKnowledge of FITS platform is mandatoryKnowledge of Tableau a plusKnowledge of Service-Now is a plusCollaborative personality who enjoys problem solvingJOB TITLESenior Research Services AnalystLOCATION280 CongressAs an equal opportunity employer, Wellington Management considers all qualified applicants will receive consideration for employment without regard to race, color, sex, sexual orientation, gender identity, gender expression, religion, creed, national origin, age, ancestry, disability (physical or mental), medical condition, citizenship, marital status, pregnancy, veteran or military status, genetic information or any other characteristic protected by applicable law. If you are a candidate with a disability, or are assisting a candidate with a disability, and require an accommodation to apply for one of our jobs, please email us at Wellington@icareerhelp.com."
